date;firstname;middlename;lastname;city;country
1989-05-19;Nataline;Gianna;Iphlgenia;Islamabad;Ethiopia
1996-04-05;Bertine;Kaeli;Nelsen;Nizhny Novgorod;Ukraine
1987-02-03;Sam;Clara;Bergman;Labasa;Turks and Caicos Islands
1985-05-05;Myrtice;Elowyn;Lamoree;Port Louis;Saint Helena
1998-04-04;Danika;Daphne;Decato;Tórshavn;Kiribati
1993-10-14;Caryl;Daphne;Letsou;Linz;Taiwan, Province of China
1994-11-05;Britte;Remi;Justinn;Palembang;Greece
1987-05-17;Deloria;Reese;Krystle;Buffalo;Belgium
1989-12-09;Ardenia;Elowyn;Middleton;Perm;Hong Kong
1990-03-19;Angela;Arabella;Paine;Zapopan;France
1998-01-11;Brynna;Amara;Sikorski;St. John's;Colombia
1986-09-21;Sybille;River;Teryn;Amman;Tajikistan
1999-10-10;Calla;Avani;Justinn;Beijing;Tokelau
1999-05-20;Oona;Rylee;Rugen;Zagreb;Suriname
1993-06-24;Sarette;Millie;Knowling;Surabaya;Indonesia
1989-12-05;Nonnah;Adhara;Douglass;Denpasar;Åland Islands
1995-10-20;Catharine;Daphne;Suanne;Moscow;Suriname
1987-04-03;Caressa;Malia;Stephie;San Salvador;Marshall Islands
1985-09-29;Marline;Scottie;Lewes;Jayapura;Brazil
1991-05-30;Clo;Kaeli;My;Campinas;Cook Islands
1997-06-07;Bernie;Dania;Blake;Toronto;Singapore
1992-01-08;Lynde;Kai;Marden;Split (city);Somalia
1995-07-04;Charlena;Lakelynn;Zuzana;Shijiazhuang;Palestinian Territory, Occupied
1996-10-09;Delilah;Imogen;Kermit;Chicago;Cayman Islands
1996-10-30;Therine;Remi;Sandye;Yaoundé;Philippines
1988-11-12;Berta;Imogen;Lilybelle;Albuquerque;Angola
1992-07-27;Ricky;Rose;Lail;Reykjavík;Sao Tome and Principe
1986-09-02;Teddie;Scottie;Briney;El Aaiún;Niger
1995-02-23;Brietta;Elowyn;Pond;Yogyakarta (city);Isle of Man
1986-07-18;Nonnah;Tallulah;Himelman;Sydney;Antigua and Barbuda
1993-02-01;Henriette;Kaeli;Aprile;Longyearbyen;Kiribati
1988-01-06;Michaelina;Lyla;Clywd;Shijiazhuang;Mali
1993-11-13;Silvana;Millie;Anyah;Johannesburg;Jersey
1998-11-26;Lanna;Kaeli;Etom;Zamboanga City;Cayman Islands
1997-02-07;Lorne;Miller;Suzetta;Macapá;Chile
1998-08-13;Marcy;Ailany;Zuzana;Malacca Town;Saudi Arabia
1998-08-23;Leanna;Remi;Angelis;Lhasa;Heard Island and Mcdonald Islands
1995-07-11;Elena;Blessing;Suk;Rio Branco;Costa Rica
1987-07-10;Nickie;Aria;Jacinda;Mogadishu;Hungary
1985-11-14;Christian;Adhara;Odysseus;Addis Ababa;Belize
1992-10-18;Emma;Millie;Ezar;Strasbourg;Jamaica
1987-06-07;Mellicent;Andie;Hessler;Providence;Ukraine
1986-01-20;Yolane;Maisy;Carbo;Dhaka;Norway
1994-07-14;Nerta;Kya;Mandler;Antofagasta;Samoa
1985-10-25;Ivett;Kaeli;Kinnard;Invercargill;Angola
1993-07-22;Thalia;Arely;Zamora;Juneau;Sri Lanka
1998-05-18;Gwenneth;Ailany;Schlosser;Iloilo City;Norfolk Island
1985-02-02;Millie;Hayden;Montgomery;Ho Chi Minh City;Åland Islands
1985-07-28;Allis;Lakelynn;Aprile;Livingstone;Mozambique
1992-09-18;Lita;Reese;Concha;Cusco;Algeria
1998-02-15;Ida;Kai;Avi;Petropavlovsk-Kamchatsky;Israel
1992-06-14;Leeanne;Halo;Kare;Edmonton;Holy See (Vatican City State)
1996-02-03;Georgetta;Kai;Jerald;Port Blair;Zambia
1990-08-03;Althea;Kaeli;Ellord;Rio de Janeiro;Portugal
1995-02-18;Bibby;Blessing;Sekofski;Sitka;Bulgaria
1985-04-16;Correy;Daphne;Berne;Córdoba;Mauritius
1994-08-12;Mahalia;Kya;Gabrielli;Papeete;Tonga
1987-11-06;Lorenza;Gianna;Tybald;Lagos;Vanuatu
1990-09-06;Briney;Andie;Eno;Yogyakarta (city);Canada
1991-11-16;Maryellen;Maeve;Pyle;Antofagasta;Equatorial Guinea
1998-02-12;Hildegaard;Miller;Lauraine;Mogadishu;Lesotho
1994-03-13;Hollie;Gianna;Randene;Tamale;Paraguay
1986-12-17;Collen;Ophelia;Allys;Pontianak;Spain
1991-06-08;Rosanne;Inaya;McClimans;Rotterdam;Haiti
1990-11-24;Sadie;Inaya;Jehu;Qingdao;Estonia
1991-06-01;Sabina;Arabella;Macey;Bangkok;Gambia
1997-01-17;Jobi;Daphne;Bennie;Baltimore;Lebanon
1994-06-24;Vinita;Eliana;Nelsen;Port Said;Iceland
1990-11-22;Kristina;Reese;Haldas;Linz;Turkey
1998-09-21;Edith;Maeve;Mandler;Manaus;AndorrA
1985-05-06;Desirae;Rylee;Erlandson;Madrid;Lebanon
1985-10-27;Karly;Emryn;Wadell;Melbourne;Cuba
1992-01-07;Jenda;Imogen;Sisile;Tórshavn;Tajikistan
1991-11-28;Aurore;Ailany;Ciapas;Balikpapan;United States
1991-03-04;Karena;Noelle;Cassius;Brasília;Virgin Islands, British
1986-04-04;Sybille;Imogen;Peti;Monterrey;Peru
1993-11-01;Violet;Kaeli;Norvol;Douala;Monaco
1986-11-12;Tracey;Aylani;Jacobah;Osaka;Virgin Islands, British
1989-09-07;Georgina;Emryn;Lewes;Assis;Saint Pierre and Miquelon
1989-06-08;Marylou;Adhara;Erlandson;Kansas City;Aruba
1985-09-24;Cassondra;Adhara;Arley;Kingstown;Timor-Leste
1995-12-20;Lyssa;Aurelia;Eldrid;Harbin;Philippines
1996-06-05;Charlena;Arabella;Creamer;Leeds;Senegal
1989-11-18;Pamella;Rylee;Gaal;Sacramento;Hong Kong
1996-06-13;Emelina;Arely;Shanley;Dibrugarh;Comoros
1998-09-12;Deedee;Aria;Jillane;Maracaibo;Antigua and Barbuda
1993-06-01;Susette;Reese;Ramona;Beirut;Liechtenstein
1987-07-03;Corina;Azari;Danby;Jacksonville;Antigua and Barbuda
1985-05-17;Willetta;Aria;Roscoe;Jaipur;New Caledonia
1986-04-20;Gusty;Dania;Fillbert;Kandy;Madagascar
1995-06-27;Consuela;Gianna;Erich;Nukus;Yemen
1995-04-19;Deedee;Rowan;Anselmi;Lilongwe;San Marino
1986-04-12;Wynne;Rowan;Fillbert;Ouagadougou;Uganda
1997-07-21;Mariele;Azari;Schroth;Arbil;Madagascar
1987-03-05;Chrystel;Aria;Delila;Frankfurt;Grenada
1990-09-14;Ada;Miley;Thornburg;Ciudad del Este;Turkmenistan
1993-07-01;Clarice;Dania;Leopold;Yamoussoukro;Norfolk Island
1994-10-26;Gloria;Reese;Campball;Managua;France
1986-12-02;Mara;Elowyn;Noam;Assis;Maldives
1996-03-06;Arlena;Noelle;Selway;Maracaibo;Belize
1988-02-04;Ermengarde;Dania;Hubert;Doha;Mozambique
1993-02-02;Gale;Hayden;Schlosser;Accra;Albania
1988-04-20;Heddie;Miley;Ulphia;Ürümqi;Seychelles
1999-06-30;Dawn;Rylee;Paton;Gangtok;Cambodia
1987-10-28;Gerianna;Aylani;Wallis;Atlanta;Heard Island and Mcdonald Islands
1987-05-23;Magdalena;Tallulah;Jerald;San Carlos de Bariloche;Belize
1999-04-19;Gwyneth;Remi;Nea;London;Timor-Leste
1993-07-13;Carol-Jean;Arely;Zachary;Guwahati;Taiwan, Province of China
1992-03-17;Gertrud;Zaya;Birdella;Sydney;Benin
1990-08-31;Janis;Ainara;Valerio;Nicosia;United States
1989-05-04;Tamqrah;Clara;Seagraves;Kunming;Togo
1994-08-20;Winifred;Emryn;Myrilla;Zhengzhou;Bahrain
1997-08-27;Georgetta;Lakelynn;Hailee;Dar es Salaam;Algeria
1985-12-12;Amelia;Ivey;Tamsky;Liverpool;Antarctica
1992-09-10;Anica;Noelle;Louanna;Nizhny Novgorod;Greece
1996-10-24;Queenie;Lyla;Bluh;Perm;Qatar
1999-08-08;Morganica;Imogen;Turne;Basra;Cameroon
1990-04-10;Hollie;Daphne;Warthman;İzmir;United Kingdom
1987-03-22;Tatiania;Elowyn;Suanne;Douala;Croatia
1988-06-30;Leanna;Zaya;Noelyn;Split (city);Aruba
1988-08-17;Sherrie;Emryn;Felizio;Bergen;Iran, Islamic Republic Of
1990-09-27;Minne;Millie;Hourigan;Lomé;Svalbard and Jan Mayen
1998-11-16;Hermione;Avani;Natalia;Da Nang;Thailand
1987-09-14;Aili;Hayden;Aprile;Mata-Utu;United States Minor Outlying Islands
1986-12-12;Shaylyn;Blessing;Fabiola;Quebec City;Mauritania
1997-09-29;Layla;Scottie;Persse;Buenos Aires;Malaysia
1996-03-25;Glynnis;Maisy;Noelyn;Chennai;Singapore
1989-05-07;Linzy;Tallulah;Flita;Yekaterinburg;Reunion
1989-12-07;Merci;Maeve;Paton;Curitiba;Libyan Arab Jamahiriya
1996-12-06;Tilly;Remi;Simmonds;Banda Aceh;Afghanistan
1991-02-13;Keelia;Daphne;Buttaro;Avarua;Tanzania, United Republic of
1999-01-19;Meg;Alitzel;Gilbertson;Amsterdam;Denmark
1991-05-02;Roz;Hayden;Olin;Handan;Colombia
1997-12-19;Jobi;Dania;Nunci;Kaliningrad;Cocos (Keeling) Islands
1991-08-27;Ana;Aleyna;Pernick;Jayapura;Malawi
1994-10-11;Clary;Andie;Tippets;Douala;Fiji
1998-07-05;Brana;Remi;Vary;Melekeok;Montserrat
1991-02-17;Devina;River;Roarke;Munich;Oman
1991-09-19;Cindelyn;Rowan;Wind;Gibraltar;Qatar
1999-05-17;Millie;Kya;Eiser;Campinas;Moldova, Republic of
1988-03-25;Jorry;Eliana;Lenny;Tucson;Chile
1995-10-29;Marline;Kai;Codding;The Valley;Cuba
1995-10-06;Ardys;Arabella;Westphal;Lubumbashi;Heard Island and Mcdonald Islands
1998-01-23;Taffy;Miley;Bertold;Banda Aceh;El Salvador
1995-03-08;Justinn;Imogen;Killigrew;Kyoto;Azerbaijan
1999-05-21;Genevra;Noelle;Toor;Riyadh;Togo
1996-12-05;Merci;Ainara;Rosalba;Hagåtña;Mongolia
1989-09-15;Chere;Remi;Mintz;Douglas;Trinidad and Tobago
1988-06-16;Diena;Arely;Wilkinson;Kanpur;Nauru
1995-02-14;Maisey;Arely;Schwejda;Tegucigalpa;Ukraine
1993-03-25;Brandise;Eliana;Dorine;Niamey;Congo
1997-03-22;Madelle;Arely;Natalia;Cotonou;Northern Mariana Islands
1989-08-26;Cecile;Lyla;Burkle;Saint-Denis;Iran, Islamic Republic Of
1998-02-25;Gusella;Maisy;Atonsah;Kanpur;Iraq
1998-07-18;Vivia;Rose;Urania;Bratislava;Marshall Islands
1985-10-20;Korrie;River;Alice;Kuwait City;Macao
1985-12-17;Kary;Aylani;Ventre;Liverpool;Azerbaijan
1991-10-14;Latisha;Rose;Hillel;Valletta;British Indian Ocean Territory
1987-01-18;Suzette;Avani;Ries;Tamale;Eritrea
1998-04-17;Katharina;Tallulah;Adore;Phuket (city);South Africa
1996-07-30;Kerrin;Halo;Morehouse;Prague;Congo
1996-03-23;Veda;Remi;Hollingsworth;Nanjing;Madagascar
1992-12-29;Selia;Lyla;Gahl;Hanoi;Singapore
1993-05-28;Gerianna;Ophelia;Oscar;Khartoum;Belgium
1985-10-03;Calla;Rowan;Garbe;Barranquilla;Turks and Caicos Islands
1990-03-05;Dorthy;Daphne;Cyrie;Vientiane;Kenya
1997-09-08;Elyssa;Aria;Yam;Iquitos;Bahrain
1995-07-10;Kaia;Aleyna;Shelba;Antwerp;Albania
1998-06-25;Gilda;River;Prober;Shenyang;Haiti
1996-01-28;Devina;Rowan;Lane;Lubumbashi;Guinea
1993-12-11;Rosanne;Kai;Ciro;Castries;Reunion
1994-01-28;Shell;Zaya;Faro;Bogotá;Jordan
1992-08-16;Randa;Kaeli;Joseph;Phnom Penh;Martinique
1985-02-23;Daune;Gianna;Salchunas;Kota Kinabalu;Heard Island and Mcdonald Islands
1993-05-07;Pearline;Rowan;Cyrie;Kraków;Jamaica
1985-10-29;Shirlee;Azari;Rurik;Novosibirsk;"Korea, Democratic People""S Republic of"
1997-02-04;Elie;River;Alcott;Anchorage;Niue
1995-05-24;Leontine;Kya;Rolf;Saint John;Central African Republic
1995-10-01;Elbertina;Aria;Ricarda;Sri Jayawardenapura-Kotte;Bahrain
1994-12-05;Ebonee;Daphne;Saint;Riga;Thailand
1992-05-16;Christal;Aria;Gerge;Riverside;Gambia
1988-07-21;Nariko;Adhara;Elo;Palikir;Netherlands
1997-01-21;Frank;River;Scammon;Ipoh;Indonesia
1989-04-26;Louella;Hayden;Fancie;Riga;Somalia
1991-10-09;Celene;Reese;Yam;Geneva;San Marino
1986-06-16;Therine;Kaeli;Tiffa;Bangkok;Saint Kitts and Nevis
1998-02-28;Petronia;Aylani;Fairweather;Zamboanga City;Korea, Republic of
1996-06-22;Dotty;Rose;Vary;Saint John;Spain
1999-09-15;Renie;Hayden;Lorain;Recife;Philippines
1985-06-14;Bobinette;Amara;Kermit;Chuí;Turkey
1992-08-09;Adelle;Rose;Goode;Wellington;Poland
1995-05-06;Keelia;Parker;Cavan;La Paz;Malawi
1986-04-13;Hayley;Adhara;Jefferey;Arbil;Tokelau
1993-02-04;Kenna;Miley;Ivens;Tunis;Tunisia
1996-04-15;Merci;Halo;Riordan;Campinas;Ireland
1993-12-19;Evaleen;Miley;Kronfeld;Hat Yai;Equatorial Guinea
1996-10-04;Vonny;Aylani;Reinke;Samara;Botswana
1993-01-04;Alameda;Parker;Ingra;Rio de Janeiro;Belgium
1999-10-01;Libbie;Remi;Gilmour;Graz;Saint Kitts and Nevis
1988-09-21;Marcelline;Zaya;Winthorpe;Miami;Mauritius
1993-06-29;Blake;Miley;Maurine;Fredericton;Cayman Islands
1994-04-21;Angelique;Lakelynn;Keily;Wuhan;Solomon Islands
1989-01-28;Lesly;Kai;Cloris;Chengdu;Mali
1991-06-14;Barbara;Imogen;Hurley;Hilo;Belgium
1992-10-01;Georgetta;Millie;Allare;Lucknow;Haiti
1987-09-15;Ingrid;Clara;Amadas;Paramaribo;Myanmar
1992-06-14;Raquela;Aleyna;Corabella;Jinan;Russian Federation
1990-01-05;Mellicent;River;Argus;Dededo;Nauru
1994-07-02;Kassey;Reese;Alcott;Boston;Montserrat
1990-01-22;Janis;Blessing;Jalbert;Shenyang;Liberia
1994-08-02;Melina;Amara;Norvol;Zagreb;Greenland
1998-02-25;Maye;Malia;Morgun;Gothenburg;Ecuador
1986-11-15;Marita;Miley;Hunfredo;Vilnius;Nigeria
1992-07-14;Carree;Ophelia;Hewitt;Taiyuan;Kiribati
1990-02-20;Kore;Remi;Borrell;Amritsar;French Guiana
1985-10-04;Zia;Halo;Seumas;Hiroshima;Switzerland
1998-07-17;Dari;Lyla;Auberbach;Nanning;Åland Islands
1996-12-30;Rori;Malia;Pond;Gibraltar;Poland
1998-07-17;Jeanna;Ailany;Clara;Bahía Blanca;Pakistan
1992-07-15;Roslyn;Imogen;Loring;Peshawar;Barbados
1994-08-07;Ilse;Lyla;Voletta;Oranjestad;Oman
1990-10-26;Lily;Dania;Publia;Petropavlovsk-Kamchatsky;Swaziland
1993-05-03;Ermengarde;Dania;MacIntosh;Denpasar;Kazakhstan
1987-02-26;Sophia;Emryn;Chaing;Agartala;Botswana
1998-05-02;Diena;River;Timon;Zanzibar City;Grenada
1997-03-04;Zia;Amara;Koehler;Las Palmas de Gran Canaria;Congo
1994-01-17;Sam;Parker;Albertine;Jinan;Malaysia
1989-09-20;Kenna;Rowan;Saint;Maseru;Marshall Islands
1997-03-07;Yolane;Aleyna;Sacken;Incheon;Papua New Guinea
1996-12-16;Frank;Elowyn;Pandolfi;Paramaribo;Turks and Caicos Islands
1987-08-19;Blake;Arabella;Gaspard;Cincinnati;Dominican Republic
1997-03-05;Ira;Azari;Shirberg;Ahmedabad;Honduras
1990-08-16;Mallory;Rose;Jotham;Koror;Qatar
1995-11-23;Merle;Maisy;Lattie;Reykjavík;Bouvet Island
1994-03-14;Joane;Zaya;Horan;Cape Town;British Indian Ocean Territory
1988-01-18;Violet;Miley;Even;Papeete;French Polynesia
1989-09-02;Lisette;Remi;Isacco;Chaguanas;French Guiana
1996-06-04;Judy;Ivey;Abram;Bulawayo;Antarctica
1987-09-22;Mariann;Amara;Gibbeon;Timbuktu;Cook Islands
1998-03-13;Rebeca;Lyla;Kellby;Rabat;United States Minor Outlying Islands
1998-07-16;Nelle;Ainara;Sinegold;The Hague;Guatemala
1985-11-21;Edyth;Azari;Ferrell;Quito;Uzbekistan
1993-07-24;Josephine;Halo;Vale;New Orleans;Philippines
1988-06-09;Marleah;Miley;Zeeba;Vientiane;Sudan
1997-09-15;Jinny;Scottie;Leler;Surat Thani;Barbados
1996-07-05;Judy;Dania;Ietta;Kota Kinabalu;Angola
1998-06-14;Belinda;Ailany;Jethro;Jinan;Kenya
1985-05-29;Lynnea;Rylee;Firmin;Lubumbashi;Nigeria
1991-12-18;Janis;Aylani;Felizio;Moscow;Kuwait
1988-04-15;Aubrie;Kaeli;Gillan;Lanzhou;Netherlands
1987-10-10;Ana;Zaya;Carri;Beijing;Viet Nam
1999-08-03;Berget;Scottie;Lalitta;Surat Thani;Falkland Islands (Malvinas)
1992-01-29;Perry;Daphne;Vorster;Nantes;Liberia
1991-08-07;Tabbatha;Rylee;Nore;Port Hedland;Indonesia
1991-03-01;Emilia;Dania;Ricarda;Bangui;Georgia
1990-01-02;Blake;Ivey;Borrell;St. George's;Guinea-Bissau
1994-06-27;Sue;Remi;Maroney;São Paulo;Israel
1999-02-05;Priscilla;Avani;Lorenz;Port Vila;Viet Nam
1988-10-30;Paule;Clara;Wu;Kanpur;Denmark
1988-06-20;Lanna;Ailany;Dunkin;Hanover;Cyprus
1986-06-30;Roberta;Aleyna;Jacobah;Frankfurt;"Korea, Democratic People""S Republic of"
1992-10-19;Ardeen;Clara;Berl;Tskhinvali;Macedonia, The Former Yugoslav Republic of
1993-03-12;Benita;Arabella;Diann;Luxor;Estonia
1985-11-24;Atlanta;Blessing;Marcellus;Kandy;Bahamas
1989-01-10;Evita;Blessing;Stanwood;Mexicali;Saint Vincent and the Grenadines
1998-08-23;Laurene;Rowan;Malanie;Kingstown;Guam
1989-11-05;Gavrielle;Ophelia;Cadmar;Abuja;Burkina Faso
1994-06-07;Sallie;Arabella;Pattin;Kawasaki;Bahamas
1987-07-28;Edyth;Lakelynn;Ajay;Invercargill;Jamaica
1994-11-25;Annora;Halo;Jalbert;Nagoya;Guadeloupe
1989-07-14;Carree;Gianna;Buckler;Buffalo;Ethiopia
1991-01-20;Ardeen;River;Bettine;Nukulaelae;Italy
1997-12-21;Louella;Rowan;Alexandr;Hamilton;Switzerland
1991-07-24;Meghann;Tallulah;Zenas;San Diego;Peru
1993-01-17;Max;Aleyna;Juliet;Zürich;Anguilla
1998-04-30;Hermione;Malia;Earlie;Belize City;Puerto Rico
1985-10-18;Ericka;Emryn;Tound;Santiago;Afghanistan
1991-04-17;Henriette;Miller;Medrek;Yekaterinburg;Wallis and Futuna
1995-04-13;Damaris;Rose;Germann;Da Nang;Mozambique
1993-03-20;Lynea;Kya;Johnsson;Los Angeles;Zimbabwe
1992-02-12;Nataline;Tallulah;Keelia;Conakry;France
1991-06-17;Halette;Tallulah;Diann;Algiers;Kuwait
1993-10-23;Miquela;Elowyn;Cadmar;San José;United States Minor Outlying Islands
1987-08-09;Jemie;Inaya;Raimondo;Marseille;Costa Rica
1989-06-17;Dorothy;Arabella;Lucienne;Sydney;Peru
1985-03-06;Tiffie;Tallulah;Odell;Phuket (city);Saint Pierre and Miquelon
1987-01-28;Benita;Inaya;Monaco;Conakry;Christmas Island
1993-12-22;Dawn;Inaya;Chick;Port Said;New Zealand
1988-12-11;Cassandra;Dania;Bobbee;Punta Arenas;Germany
1989-01-18;Konstance;Hayden;Liva;Ürümqi;Kazakhstan
1989-06-11;Jeanna;Rylee;Korey;Yogyakarta (city);Faroe Islands
1987-08-19;Julieta;Parker;Maxi;Whitehorse;"Lao People""S Democratic Republic"
1989-08-02;Collen;Lyla;Scammon;Kota Kinabalu;Equatorial Guinea
1993-02-14;Lucille;Inaya;Jalbert;Austin;Guinea
1993-09-28;Eve;Kai;Gunn;Changchun;Antarctica
1994-09-07;Chere;Blessing;Marcellus;Kansas City;Netherlands
1995-07-13;Dari;Daphne;Ruvolo;Lagos;Guernsey
1995-08-17;Lanna;Ainara;Rustice;Stanley;Switzerland
1988-06-08;Raf;Rose;Evangelia;Alexandria;Ethiopia
1995-04-22;Tobe;Kai;Jarib;Denpasar;Bangladesh
1991-06-30;Sandie;Maisy;Janene;Linz;Saudi Arabia
1986-07-30;Gerrie;Lyla;Casimir;Belgrade;Montserrat
1989-09-26;Maisey;Ainara;Thar;Vaduz;"Lao People""S Democratic Republic"
1993-02-16;Aryn;Zaya;Mayeda;Harare;Central African Republic
1985-02-28;Orelia;Miller;Fink;Ahmedabad;Mozambique
1988-12-19;Celisse;Kaeli;Donell;Bern;Nepal
1995-01-25;Laure;Eliana;Bouchard;Charlotte Amalie;Cameroon
1995-12-25;Max;Scottie;Alexandr;Regina;Barbados
1986-11-02;Marleah;Aylani;Vale;Daegu;Taiwan, Province of China
1991-09-28;Merrie;Lyla;Hachmin;Hiroshima;Comoros
1985-08-11;Jackie;Kya;Hubert;Podgorica;Brazil
1994-02-03;Marjie;Kaeli;Sprage;St. Louis;San Marino
1986-08-10;Carilyn;Rose;Joli;Lobamba;Sri Lanka
1996-01-13;Lexine;Lyla;Eugenia;Wichita;Kenya
1999-05-21;Aaren;Ivey;Pacorro;Paris;Ireland
1996-03-17;Corene;Maisy;Urias;Bilbao;"Korea, Democratic People""S Republic of"
1993-07-26;Amelia;Daphne;Laurianne;St. Louis;Liberia
1989-05-03;Margette;Lyla;Thad;Tripoli;Peru
1985-10-17;Helena;Tallulah;Bury;Split (city);Chad
1990-10-04;Marsiella;Arely;Urias;Saint Petersburg;Kenya
1986-07-13;Camile;Avani;Barney;Naypyidaw;Belarus
1997-11-19;Rozele;Alitzel;Roarke;Ouagadougou;Malta
1999-01-17;Josephine;Adhara;Joeann;Cannes;China
1986-12-31;Estell;Emryn;Stover;Toronto;Central African Republic
1999-04-10;Anallese;Halo;Carleen;Cusco;Serbia and Montenegro
1988-07-30;Vinita;Aurelia;Lane;Petropavlovsk-Kamchatsky;Liechtenstein
1992-11-15;Mara;Inaya;Hachmin;Concepción;United Kingdom
1997-03-06;Leona;Aurelia;Orelee;Tegucigalpa;Saint Kitts and Nevis
1995-12-14;Yetty;Miley;Raffo;Beijing;Saudi Arabia
1993-01-19;Amalie;Emryn;Bertold;Dallas;Estonia
1994-05-14;Florie;Aleyna;Hillel;Bangui;Kiribati
1999-10-02;Laurene;Avani;Roumell;Doha;Panama
1994-05-12;Cissiee;Rowan;Dituri;Banda Aceh;Sri Lanka
1998-12-18;Dede;Reese;Ortrude;Jersey City;Dominica
1997-02-03;Starla;Scottie;Loeb;Harbin;Bermuda
1988-10-06;Fredericka;Dania;Saree;Virginia Beach;Niue
1990-08-26;Mady;Gianna;Granoff;Split (city);Puerto Rico
1994-10-26;Kassey;Kaeli;Holtz;Ndola;Wallis and Futuna
1992-08-07;Heddie;Amara;Sandye;Medina;Honduras
1999-11-20;Aubrie;Rowan;Philipp;Tórshavn;Lesotho
1993-06-01;Xylina;Aleyna;Mitzi;Port Louis;Azerbaijan
1999-03-14;Tonia;Kaeli;Freddi;Omdurman;Ethiopia
1990-10-12;Frank;Azari;Cynar;Assis;Guam
1986-06-17;Amalie;Rowan;Pond;Sarajevo;Austria
1989-01-20;Mariann;Andie;Lenny;Harbin;Ukraine
1987-08-13;Lynnea;Tallulah;Han;Zanzibar City;Ukraine
1996-06-24;Berta;Aurelia;Albertine;Geelong;Syrian Arab Republic
1993-03-02;Babita;Arabella;Hachmin;Rotterdam;Equatorial Guinea
1988-01-16;Valera;Tallulah;Jerold;Dhaka;Guinea-Bissau
1990-12-16;Max;Maisy;Publia;Podgorica;United Arab Emirates
1990-10-12;Tatiania;Inaya;Mandler;Marrakech;Slovenia
1994-04-03;Kimberley;Lyla;Lutero;Dakar;Taiwan, Province of China
1994-09-23;Penelopa;Daphne;Infield;Baku;Turks and Caicos Islands
1990-02-14;Lorie;Reese;Edmund;Douala;Tonga
1998-03-09;Fernande;Parker;Sallyann;Lobamba;Qatar
1990-12-24;Imojean;Kai;Helve;Bogor;Gibraltar
1998-07-31;Cyndie;Rose;Astra;Brussels;Guadeloupe
1992-07-31;Lucy;Tallulah;Israeli;London;Dominican Republic
1992-03-14;Tori;Clara;Carbo;Simferopol;Yemen
1989-01-06;Clo;Millie;Odell;Vatican City;Zimbabwe
1997-06-30;Maye;Alitzel;Taima;Hamburg;New Zealand
1985-12-05;Valli;Adhara;Pillsbury;Ahmedabad;Lebanon
1986-02-20;Regina;Daphne;Romelda;Stockholm;Croatia
1988-05-31;Belinda;Ivey;Middleton;Yokohama;Turkmenistan
1992-05-09;Mady;Azari;Justinn;St. George's;Central African Republic
1987-01-12;Gretal;Azari;Raimondo;Srinagar;Saint Pierre and Miquelon
1994-10-19;Janeczka;Kya;Daniele;Kansas City;Poland
1997-06-09;Tabbatha;River;Emmaline;Roseau;Holy See (Vatican City State)
1996-02-08;Lexine;Rylee;Wind;Avarua;Western Sahara
1992-10-17;Katleen;Adhara;Dom;Apia;Niue
1988-01-17;Nicoli;Arely;Honoria;Macapá;Comoros
1993-01-08;Tani;Kya;Greenwald;Seattle;Bahamas
1988-07-19;Sarette;Millie;Myrilla;Riverside;Sao Tome and Principe
1999-12-18;Betta;Hayden;Chaing;San Antonio;Mongolia
1991-04-11;Tera;Adhara;Allina;Dhaka;Iran, Islamic Republic Of
1987-11-17;Ileana;Reese;Slifka;Zagreb;Vanuatu
1999-02-24;Vivia;Scottie;Timon;City of Halifax;Morocco
1999-12-09;Dacia;Rowan;Regan;Jacksonville;Australia
1985-09-03;Aimil;Kya;Dominy;Tagbilaran;Virgin Islands, U.S.
1993-01-10;Phedra;Kya;Oneida;Tripoli;Guam
1988-11-02;Roxane;Gianna;Reidar;Ulan Bator;India
1993-01-16;Fred;Imogen;Germann;Ambon;Kiribati
1999-09-23;Joelly;Aylani;Olin;Boa Vista;Bosnia and Herzegovina
1988-06-21;Fina;Inaya;Garbe;Kathmandu;United States Minor Outlying Islands
1996-01-08;Tressa;Ainara;Roumell;Norilsk;Nicaragua
1988-04-12;Olwen;Ainara;Sheng;Kunming;Turkmenistan
1986-06-25;Anica;Ainara;Lowry;Arbil;Hong Kong
1995-10-05;Alia;Dania;Dannye;Edinburgh;Christmas Island
1990-03-23;Carlie;Eliana;Sothena;Islamabad;Macedonia, The Former Yugoslav Republic of
1999-08-25;Caressa;Alitzel;Carbo;New York City;Morocco
1994-06-14;Katuscha;Reese;Armanda;Chengdu;Burundi
1996-11-05;Cathie;Elowyn;Catie;Okinawa;Liberia
1999-11-03;Gerrie;Miley;Wolfgram;Marseille;Bahamas
1992-10-23;Ayn;Daphne;Bettine;Luxembourg (city);United States
1998-11-13;Ericka;Ainara;Olin;San Antonio;Guernsey
1996-11-11;Marcelline;Kya;Frodi;Guangzhou;Swaziland
1989-03-29;Babita;Kai;Drus;Hamburg;Zimbabwe
1991-09-10;Natka;Alitzel;Faro;Monterrey;Isle of Man
1990-11-02;Codie;Alitzel;Faso;Taiyuan;Belize
1992-03-16;Addia;Arely;Whittaker;Kano;Mayotte
1990-12-06;Cacilie;Tallulah;Suzetta;Turin;South Georgia and the South Sandwich Islands
1999-05-09;Dulce;Miller;Persse;Abuja;Nepal
1996-02-24;Pearline;Malia;Teddman;Beirut;Nauru
